0.100 0.000 10.000 1.000 0.000 1.000 1.783704 0.043 0.473 1.133
0.100 0.000 10.000 1.000 1.000 1.000 1.708727 0.038 0.163 0.061
0.100 0.000 10.000 1.000 2.000 1.000 1.673589 0.041 0.087 -0.948
0.100 0.000 10.000 1.000 3.000 1.000 1.653532 0.050 0.106 -1.926
0.100 0.000 10.000 1.000 4.000 1.000 1.642036 0.061 0.134 -2.875
0.100 0.000 10.000 1.000 5.000 1.000 1.631095 0.072 0.144 -3.802
0.100 0.000 10.000 1.000 6.000 1.000 1.623108 0.082 0.141 -4.714
0.100 0.000 10.000 1.000 7.000 1.000 1.616515 0.091 0.147 -5.610
0.100 0.000 10.000 1.000 8.000 1.000 1.612312 0.097 0.137 -6.485
0.100 0.000 10.000 1.000 9.000 1.000 1.608551 0.104 0.131 -7.345
0.100 0.000 10.000 1.000 10.000 1.000 1.605482 0.110 0.130 -8.190

0.100 1.000 10.000 1.000 0.000 1.000 1.850809 0.102 0.594 3.160
0.100 1.000 10.000 1.000 1.000 1.000 1.776618 0.125 0.313 1.664
0.100 1.000 10.000 1.000 2.000 1.000 1.732750 0.140 0.175 0.259
0.100 1.000 10.000 1.000 3.000 1.000 1.700607 0.160 0.063 -1.066
0.100 1.000 10.000 1.000 4.000 1.000 1.668171 0.179 0.048 -2.309
0.100 1.000 10.000 1.000 5.000 1.000 1.643899 0.192 0.030 -3.486
0.100 1.000 10.000 1.000 6.000 1.000 1.626205 0.203 0.047 -4.661
0.100 1.000 10.000 1.000 7.000 1.000 1.612675 0.213 0.023 -5.801
0.100 1.000 10.000 1.000 8.000 1.000 1.608185 0.219 0.035 -6.929
0.100 1.000 10.000 1.000 9.000 1.000 1.601273 0.224 0.029 -7.955
0.100 1.000 10.000 1.000 10.000 1.000 1.593075 0.231 0.038 -8.988

0.100 2.000 10.000 1.000 0.000 1.000 2.075464 0.305 0.605 5.072
0.100 2.000 10.000 1.000 1.000 1.000 1.886066 0.219 0.094 3.068
0.100 2.000 10.000 1.000 2.000 1.000 1.813970 0.242 0.037 1.235
0.100 2.000 10.000 1.000 3.000 1.000 1.752456 0.258 0.024 -0.451
0.100 2.000 10.000 1.000 4.000 1.000 1.716721 0.275 0.033 -2.052
0.100 2.000 10.000 1.000 5.000 1.000 1.686786 0.287 0.026 -3.570
0.100 2.000 10.000 1.000 6.000 1.000 1.682625 0.298 0.028 -5.067
0.100 2.000 10.000 1.000 7.000 1.000 1.733695 0.309 0.037 -6.775
0.100 2.000 10.000 1.000 8.000 1.000 1.726928 0.313 0.032 -8.185
0.100 2.000 10.000 1.000 9.000 1.000 1.735242 0.316 0.044 -9.567
0.100 2.000 10.000 1.000 10.000 1.000 1.746752 0.323 0.030 -10.964

0.100 3.000 10.000 1.000 0.000 1.000 2.227490 0.400 0.611 7.041
0.100 3.000 10.000 1.000 1.000 1.000 1.984769 0.296 0.033 4.510
0.100 3.000 10.000 1.000 2.000 1.000 1.896795 0.317 0.017 2.303
0.100 3.000 10.000 1.000 3.000 1.000 1.827454 0.337 0.019 0.283
0.100 3.000 10.000 1.000 4.000 1.000 1.792144 0.362 0.022 -1.704
0.100 3.000 10.000 1.000 5.000 1.000 1.799441 0.387 0.027 -3.798
0.100 3.000 10.000 1.000 6.000 1.000 1.833164 0.414 0.027 -6.023
0.100 3.000 10.000 1.000 7.000 1.000 1.832320 0.425 0.034 -7.940
0.100 3.000 10.000 1.000 8.000 1.000 1.931150 0.449 0.032 -10.415
0.100 3.000 10.000 1.000 9.000 1.000 1.953527 0.459 0.038 -12.384
0.100 3.000 10.000 1.000 10.000 1.000 1.970282 0.461 0.032 -14.018

0.100 4.000 10.000 1.000 0.000 1.000 2.402028 0.493 0.605 9.004
0.100 4.000 10.000 1.000 1.000 1.000 2.079277 0.374 0.023 5.885
0.100 4.000 10.000 1.000 2.000 1.000 1.977969 0.404 0.020 3.147
0.100 4.000 10.000 1.000 3.000 1.000 1.902948 0.431 0.029 0.661
0.100 4.000 10.000 1.000 4.000 1.000 1.899480 0.468 0.027 -1.982
0.100 4.000 10.000 1.000 5.000 1.000 1.888199 0.492 0.034 -4.361
0.100 4.000 10.000 1.000 6.000 1.000 2.006631 0.527 0.038 -7.333
0.100 4.000 10.000 1.000 7.000 1.000 2.076445 0.546 0.043 -9.938
0.100 4.000 10.000 1.000 8.000 1.000 2.144582 0.560 0.050 -12.264
0.100 4.000 10.000 1.000 9.000 1.000 2.160147 0.561 0.052 -14.148
0.100 4.000 10.000 1.000 10.000 1.000 2.191922 0.568 0.060 -16.217

0.100 5.000 10.000 1.000 0.000 1.000 2.579340 0.570 0.601 10.985
0.100 5.000 10.000 1.000 1.000 1.000 2.178679 0.447 0.023 7.162
0.100 5.000 10.000 1.000 2.000 1.000 2.041055 0.477 0.026 3.915
0.100 5.000 10.000 1.000 3.000 1.000 1.959307 0.513 0.027 0.952
0.100 5.000 10.000 1.000 4.000 1.000 1.987862 0.555 0.039 -2.111
0.100 5.000 10.000 1.000 5.000 1.000 2.125397 0.607 0.045 -5.693
0.100 5.000 10.000 1.000 6.000 1.000 2.106824 0.619 0.062 -8.115
0.100 5.000 10.000 1.000 7.000 1.000 2.243017 0.635 0.063 -11.033
0.100 5.000 10.000 1.000 8.000 1.000 2.287890 0.642 0.066 -13.374
0.100 5.000 10.000 1.000 9.000 1.000 2.357597 0.651 0.072 -15.566
0.100 5.000 10.000 1.000 10.000 1.000 2.391673 0.656 0.081 -17.734

0.100 6.000 10.000 1.000 0.000 1.000 2.753714 0.639 0.599 12.982
0.100 6.000 10.000 1.000 1.000 1.000 2.273192 0.509 0.020 8.474
0.100 6.000 10.000 1.000 2.000 1.000 2.120389 0.547 0.027 4.677
0.100 6.000 10.000 1.000 3.000 1.000 2.003932 0.583 0.025 1.347
0.100 6.000 10.000 1.000 4.000 1.000 2.060353 0.634 0.038 -2.231
0.100 6.000 10.000 1.000 5.000 1.000 2.208792 0.681 0.062 -6.060
0.100 6.000 10.000 1.000 6.000 1.000 2.363797 0.708 0.066 -9.427
0.100 6.000 10.000 1.000 7.000 1.000 2.361509 0.713 0.083 -11.990
0.100 6.000 10.000 1.000 8.000 1.000 2.390650 0.719 0.097 -14.230
0.100 6.000 10.000 1.000 9.000 1.000 2.450996 0.726 0.087 -16.702
0.100 6.000 10.000 1.000 10.000 1.000 2.568161 0.733 0.089 -18.812

0.100 7.000 10.000 1.000 0.000 1.000 2.925886 0.700 0.596 14.992
0.100 7.000 10.000 1.000 1.000 1.000 2.375753 0.572 0.023 9.698
0.100 7.000 10.000 1.000 2.000 1.000 2.188611 0.611 0.019 5.341
0.100 7.000 10.000 1.000 3.000 1.000 2.086404 0.656 0.026 1.528
0.100 7.000 10.000 1.000 4.000 1.000 2.116247 0.706 0.043 -2.231
0.100 7.000 10.000 1.000 5.000 1.000 2.353884 0.761 0.068 -6.491
0.100 7.000 10.000 1.000 6.000 1.000 2.413950 0.766 0.087 -9.447
0.100 7.000 10.000 1.000 7.000 1.000 2.531992 0.787 0.103 -12.691
0.100 7.000 10.000 1.000 8.000 1.000 2.563225 0.785 0.086 -15.304
0.100 7.000 10.000 1.000 9.000 1.000 2.596469 0.795 0.113 -17.430
0.100 7.000 10.000 1.000 10.000 1.000 2.710013 0.800 0.094 -20.024

0.100 8.000 10.000 1.000 0.000 1.000 3.099658 0.757 0.593 17.010
0.100 8.000 10.000 1.000 1.000 1.000 2.460351 0.624 0.022 10.944
0.100 8.000 10.000 1.000 2.000 1.000 2.259777 0.670 0.025 6.017
0.100 8.000 10.000 1.000 3.000 1.000 2.148697 0.723 0.037 1.785
0.100 8.000 10.000 1.000 4.000 1.000 2.231570 0.781 0.060 -2.394
0.100 8.000 10.000 1.000 5.000 1.000 2.514588 0.834 0.081 -6.996
0.100 8.000 10.000 1.000 6.000 1.000 2.499218 0.842 0.114 -9.839
0.100 8.000 10.000 1.000 7.000 1.000 2.733437 0.854 0.106 -13.518
0.100 8.000 10.000 1.000 8.000 1.000 2.737051 0.858 0.128 -15.645
0.100 8.000 10.000 1.000 9.000 1.000 2.761704 0.860 0.120 -18.049
0.100 8.000 10.000 1.000 10.000 1.000 2.781637 0.863 0.126 -20.301

0.100 9.000 10.000 1.000 0.000 1.000 3.271098 0.810 0.591 19.044
0.100 9.000 10.000 1.000 1.000 1.000 2.549227 0.676 0.023 12.107
0.100 9.000 10.000 1.000 2.000 1.000 2.313130 0.728 0.027 6.617
0.100 9.000 10.000 1.000 3.000 1.000 2.152466 0.789 0.035 2.067
0.100 9.000 10.000 1.000 4.000 1.000 2.214142 0.846 0.060 -2.243
0.100 9.000 10.000 1.000 5.000 1.000 2.639635 0.886 0.091 -7.145
0.100 9.000 10.000 1.000 6.000 1.000 2.669032 0.924 0.117 -10.169
0.100 9.000 10.000 1.000 7.000 1.000 2.915666 0.919 0.100 -14.080
0.100 9.000 10.000 1.000 8.000 1.000 2.852741 0.914 0.133 -15.783
0.100 9.000 10.000 1.000 9.000 1.000 2.899893 0.921 0.161 -18.203
0.100 9.000 10.000 1.000 10.000 1.000 2.904454 0.942 0.136 -20.765

0.100 10.000 10.000 1.000 0.000 1.000 3.439988 0.858 0.589 21.089
0.100 10.000 10.000 1.000 1.000 1.000 2.638646 0.726 0.026 13.247
0.100 10.000 10.000 1.000 2.000 1.000 2.384081 0.787 0.025 7.119
0.100 10.000 10.000 1.000 3.000 1.000 2.199934 0.858 0.035 2.215
0.100 10.000 10.000 1.000 4.000 1.000 2.502087 0.927 0.082 -2.945
0.100 10.000 10.000 1.000 5.000 1.000 2.924657 0.967 0.105 -7.761
0.100 10.000 10.000 1.000 6.000 1.000 2.821571 0.968 0.140 -10.308
0.100 10.000 10.000 1.000 7.000 1.000 2.903903 0.963 0.152 -13.215
0.100 10.000 10.000 1.000 8.000 1.000 2.949942 0.973 0.188 -15.367
0.100 10.000 10.000 1.000 9.000 1.000 3.093078 0.983 0.149 -18.665
0.100 10.000 10.000 1.000 10.000 1.000 3.112741 0.977 0.166 -20.562

